"Market-wise, Commodity-wise Daily Report on: 19-Aug-2026"

Commodity,Arrivals,Unit of Arrivals,Variety,Grade,Minimum Price,Maximum Price,Modal Price,Unit of Price
Cluster beans,123.10000000000001,Metric Tonnes,Cluster Beans,FAQ,1000.0,2500.0,2000.0,Rs./Quintal
Colacasia,14.3,Metric Tonnes,Colacasia,FAQ,1500.0,2500.0,2200.0,Rs./Quintal
Cucumbar(Kheera),48.1,Metric Tonnes,Cucumbar,FAQ,500.0,1200.0,1000.0,Rs./Quintal
Drumstick,54.5,Metric Tonnes,Drumstick,FAQ,1000.0,3000.0,2500.0,Rs./Quintal
Field Pea,208.20000000000002,Metric Tonnes,Field Pea,FAQ,2000.0,5000.0,4000.0,Rs./Quintal
French Beans(Frasbean),21.200000000000003,Metric Tonnes,French Beans (Frasbean),FAQ,3000.0,7000.0,6000.0,Rs./Quintal
Green Chilli,187.20000000000002,Metric Tonnes,Other,FAQ,2000.0,4000.0,3500.0,Rs./Quintal
Green Chilli,88.5,Metric Tonnes,Green Chilly,FAQ,2000.0,5500.0,4000.0,Rs./Quintal
Mango(Raw-Ripe),10.3,Metric Tonnes,Mango - Raw-Ripe,FAQ,1000.0,3500.0,2600.0,Rs./Quintal
Onion,41.0,Metric Tonnes,Onion,FAQ,2000.0,4000.0,3500.0,Rs./Quintal
Onion Green,3.9000000000000004,Metric Tonnes,Onion Green,FAQ,1000.0,3500.0,2600.0,Rs./Quintal
Potato,511.3,Metric Tonnes,Potato,FAQ,800.0,1400.0,1200.0,Rs./Quintal
Pumpkin,47.300000000000004,Metric Tonnes,Other,FAQ,700.0,1800.0,1400.0,Rs./Quintal
Pumpkin,21.0,Metric Tonnes,Pumpkin,FAQ,600.0,1200.0,1100.0,Rs./Quintal
Raddish,2.2,Metric Tonnes,Raddish,FAQ,200.0,500.0,400.0,Rs./Quintal
Ridgeguard(Tori),100.80000000000001,Metric Tonnes,Other,FAQ,1000.0,3300.0,2500.0,Rs./Quintal
Ridgeguard(Tori),28.0,Metric Tonnes,Ridgeguard(Tori),FAQ,800.0,2000.0,1600.0,Rs./Quintal
Snakeguard,5.300000000000001,Metric Tonnes,Snakeguard,FAQ,1000.0,2000.0,1800.0,Rs./Quintal
Sweet Potato,38.0,Metric Tonnes,Sweet Potato,FAQ,1000.0,3000.0,2500.0,Rs./Quintal
Tomato,326.8,Metric Tonnes,Other,FAQ,400.0,1200.0,1000.0,Rs./Quintal
Tomato,37.7,Metric Tonnes,Deshi,FAQ,400.0,1200.0,1000.0,Rs./Quintal
Yam(Ratalu),7.7,Metric Tonnes,Other,FAQ,1500.0,3000.0,2500.0,Rs./Quintal
Market Name : Burgampadu APMC
Wood,122.0,Metric Tonnes,Eucalyptus,FAQ,390.0,440.0,420.0,Rs./Quintal
Market Name : Chandur APMC
NIL Transaction - No Arrivals
Market Name : Chandur(Mungodu) APMC
NIL Transaction - No Arrivals
Market Name : Chegunta APMC
NIL Transaction - No Arrivals
Market Name : Chennur APMC
NIL Transaction - No Arrivals
Market Name : Cherial APMC
Paddy(Common),30.0,Metric Tonnes,I.R. 64,Local,2390.0,2390.0,2390.0,Rs./Quintal
Market Name : Chevella APMC
Tomato,6.8,Metric Tonnes,Local,Local,1000.0,1000.0,1000.0,Rs./Quintal
Market Name : Chinnakodur APMC
NIL Transaction - No Arrivals
Market Name : Chityal APMC
NIL Transaction - No Arrivals
Market Name : Choppadandi APMC
NIL Transaction - No Arrivals
Market Name : Choutuppal APMC
NIL Transaction - No Arrivals
Market Name : Dammapet APMC
Paddy(Common),32.0,Metric Tonnes,1001,FAQ,2400.0,2400.0,2400.0,Rs./Quintal
Wood,265.0,Metric Tonnes,Eucalyptus,Local,400.0,400.0,400.0,Rs./Quintal
Market Name : Devarakadra APMC
Onion,5.300000000000001,Metric Tonnes,Red,Local,2410.0,4000.0,3205.0,Rs./Quintal
Market Name : Devarakonda APMC
NIL Transaction - No Arrivals
Market Name : Devarkonda(Dindi) APMC
NIL Transaction - No Arrivals
Market Name : Devarkonda(Mallepalli) APMC
NIL Transaction - No Arrivals
Market Name : Dharmapuri APMC
NIL Transaction - No Arrivals
Market Name : Dharmaram APMC
NIL Transaction - No Arrivals
Market Name : Dharur APMC
NIL Transaction - No Arrivals
Market Name : Doulthabad APMC
NIL Transaction - No Arrivals
Market Name : Dubbak APMC
Paddy(Common),70.0,Metric Tonnes,I.R. 64,FAQ,2400.0,2400.0,2400.0,Rs./Quintal
Market Name : Echoda APMC
Soyabean,4.0,Metric Tonnes,Soyabeen,FAQ,5328.0,5328.0,5328.0,Rs./Quintal
Market Name : Ellanthakunta APMC
NIL Transaction - No Arrivals
Market Name : Enkoor APMC
NIL Transaction - No Arrivals
"Market Name : Excise Colony,RBZ "
NIL Transaction - Other (Weekly Off)
Market Name : Gaddiannaram APMC
Apple,10.934999999999999,Metric Tonnes,Other,Medium,6666.667,26666.668,12000.000600000001,Rs./Quintal
Apple,140.31,Metric Tonnes,Kasmir/Shimla - II,Medium,6000.0,34000.0,15000.0,Rs./Quintal
Avocado,0.712,Metric Tonnes,Avocado,Grade B,12500.0,25000.0,17500.0,Rs./Quintal
Banana,1.7999999999999998,Metric Tonnes,Medium,Medium,1000.0000500000001,2166.666775,1500.0000750000002,Rs./Quintal
Blueberry,0.2,Metric Tonnes,Blueberry,Grade B,50000.0,110000.0,75000.0,Rs./Quintal
Chikoos(Sapota),1.25,Metric Tonnes,Sapota,Medium,1200.0,4800.0,2000.0,Rs./Quintal
Grapes,1.6400000000000001,Metric Tonnes,Other,Medium,20000.0,28000.0,24000.0,Rs./Quintal
Grapes,25.8,Metric Tonnes,Black,Medium,1500.0,5000.0,2500.0,Rs./Quintal
Guava,24.16,Metric Tonnes,Guava,Medium,1500.0,6000.0,2500.0,Rs./Quintal
Karbuja(Musk Melon),77.5,Metric Tonnes,Karbhuja,Medium,400.0,1200.0,600.0,Rs./Quintal
Kiwi Fruit,1.18,Metric Tonnes,Kiwi,Grade B,10000.0,27000.0,16000.0,Rs./Quintal
Litchi,0.704,Metric Tonnes,Litchi,Medium,12500.0,25000.0,18750.0,Rs./Quintal
Mousambi(Sweet Lime),733.0,Metric Tonnes,Mousambi,Medium,1000.0,3700.0,1900.0,Rs./Quintal
Orange,15.65,Metric Tonnes,Other,Medium,10000.0,18000.0,12000.0,Rs./Quintal
Papaya,28.2,Metric Tonnes,Papaya,Medium,2300.0,5400.0,2500.0,Rs./Quintal
Pear(Marasebu),2.16,Metric Tonnes,Pears,Medium,8000.0,20000.0,12000.0,Rs./Quintal
Pomegranate,34.74,Metric Tonnes,Pomogranate,Medium,1000.0,14000.0,3000.0,Rs./Quintal
Seetapal,0.352,Metric Tonnes,Seethaphal,Medium,2500.0,5625.0,3750.0,Rs./Quintal
Water Melon,275.7,Metric Tonnes,Water Melon,Medium,200.0,500.0,400.0,Rs./Quintal
Market Name : Gadwal APMC
Groundnut,17.0,Metric Tonnes,Big (With Shell),Local,5902.0,7469.0,6389.0,Rs./Quintal
Market Name : Gajwel APMC
NIL Transaction - No Arrivals
Market Name : Gambhiraopet APMC
NIL Transaction - No Arrivals
Market Name : Gandhari APMC
NIL Transaction - No Arrivals
Market Name : Gangadhara APMC
Paddy(Common),0.001,Metric Tonnes,I.R. 64,FAQ,2369.0,2369.0,2369.0,Rs./Quintal
Market Name : Gollapally APMC
NIL Transaction - No Arrivals
Market Name : Gopalraopet APMC
NIL Transaction - No Arrivals
Market Name : Gudimalkapur APMC
Astera,0.12,Metric Tonnes,Astera,Grade Range-1,12000.0,16000.0,14000.0,Rs./Quintal
Banana - Green,1.6,Metric Tonnes,Banana - Green,Grade B,1000.0,3000.0,2000.0,Rs./Quintal
Beetroot,2.7,Metric Tonnes,Beetroot,Grade B,600.0,1200.0,900.0,Rs./Quintal
Bhindi(Ladies Finger),46.6,Metric Tonnes,Bhindi,Grade B,600.0,1200.0,800.0,Rs./Quintal
Bitter gourd,14.700000000000001,Metric Tonnes,Bitter Gourd,Grade B,1500.0,3000.0,2000.0,Rs./Quintal
Bottle gourd,29.700000000000003,Metric Tonnes,Bottle Gourd,Grade B,200.0,300.0,200.0,Rs./Quintal
Brinjal,28.400000000000002,Metric Tonnes,Brinjal,Grade B,600.0,1200.0,800.0,Rs./Quintal
Cabbage,40.300000000000004,Metric Tonnes,Cabbage,Grade B,900.0,1100.0,1000.0,Rs./Quintal
Capsicum,21.8,Metric Tonnes,Capsicum,Grade B,1000.0,3000.0,1500.0,Rs./Quintal
Carnation,0.2,Nos,Cornation,Grade Range-1,16000.0,20000.0,18000.0,Rs./Unit
Carrot,10.5,Metric Tonnes,Carrot,Grade B,1600.0,2200.0,1800.0,Rs./Quintal
Cauliflower,17.1,Metric Tonnes,Cauliflower,Grade B,1500.0,3000.0,2000.0,Rs./Quintal
Chow Chow,0.2,Metric Tonnes,Chow Chow,Grade B,2000.0,2000.0,2000.0,Rs./Quintal
Cluster beans,15.100000000000001,Metric Tonnes,Cluster Beans,Grade B,1800.0,2600.0,2200.0,Rs./Quintal
Cucumbar(Kheera),9.600000000000001,Metric Tonnes,Cucumbar,Grade B,400.0,600.0,500.0,Rs./Quintal
Drumstick,6.0,Metric Tonnes,Drumstick,Grade B,1200.0,3000.0,2000.0,Rs./Quintal
Field Pea,22.0,Metric Tonnes,Field Pea,Grade B,3000.0,5000.0,3500.0,Rs./Quintal
French Beans(Frasbean),7.1000000000000005,Metric Tonnes,French Beans (Frasbean),Grade B,3000.0,8000.0,5000.0,Rs./Quintal
Gladiolus Cut Flower,2.65,Nos,Gladiolus Cut Flower,Grade Range-1,6000.0,10000.0,8000.0,Rs./Unit
Green Chilli,47.6,Metric Tonnes,Green Chilly,Grade B,2000.0,3500.0,2600.0,Rs./Quintal
Jarbara,1.46,Nos,Jerbara,Grade Range-1,14000.0,18000.0,16000.0,Rs./Unit
Jasmine,4.8,Metric Tonnes,Jasmine,Grade Range-1,38000.0,46000.0,42000.0,Rs./Quintal
Kakada,0.629,Metric Tonnes,Kakada,Grade Range-1,40000.0,60000.0,50000.0,Rs./Quintal
Kankambra,0.498,Metric Tonnes,Kankambra,Grade Range-1,100000.0,140000.0,120000.0,Rs./Quintal
Lilly,3.04,Nos,Lily,Grade Range-1,15000.0,25000.0,20000.0,Rs./Unit
Marigold(loose),89.81,Metric Tonnes,Marigold(Loose),Grade Range-1,5000.0,7000.0,6000.0,Rs./Quintal
Onion,88.10000000000001,Metric Tonnes,Onion,Grade B,1200.0,3500.0,2100.0,Rs./Quintal
Onion Green,0.1,Metric Tonnes,Onion Green,Grade B,1000.0,2500.0,1500.0,Rs./Quintal
Potato,163.4,Metric Tonnes,Potato,Grade B,800.0,1600.0,1200.0,Rs./Quintal
Pumpkin,2.1,Metric Tonnes,Pumpkin,Grade B,800.0,1200.0,1000.0,Rs./Quintal
Raddish,1.7000000000000002,Metric Tonnes,Raddish,Grade B,1000.0,1500.0,1200.0,Rs./Quintal
Ridgeguard(Tori),16.6,Metric Tonnes,Ridgeguard(Tori),Grade B,1500.0,3500.0,2200.0,Rs./Quintal
Rose(Loose)),5.6000000000000005,Metric Tonnes,Other,Grade Range-1,6000.0,12000.0,9000.0,Rs./Quintal
Snakeguard,0.2,Metric Tonnes,Snakeguard,Grade B,1500.0,1500.0,1500.0,Rs./Quintal
Sweet Potato,1.9000000000000001,Metric Tonnes,Sweet Potato,Grade B,1800.0,2400.0,2000.0,Rs./Quintal
Tomato,282.40000000000003,Metric Tonnes,Tomato,Grade B,600.0,1600.0,900.0,Rs./Quintal
Market Name : Halia APMC
NIL Transaction - No Arrivals
Market Name : Husnabad APMC
Maize,13.0,Metric Tonnes,Local,Local,2700.0,2700.0,2700.0,Rs./Quintal
Market Name : Huzurnagar APMC
Paddy(Common),0.001,Metric Tonnes,B P T,Local,2461.0,2461.0,2461.0,Rs./Quintal
Market Name : Huzzurabad APMC
Paddy(Common),0.001,Metric Tonnes,MTU-1010,FAQ,2369.0,2389.0,2369.0,Rs./Quintal
Market Name : Ibrahimpatnam APMC
Bhindi(Ladies Finger),0.5,Metric Tonnes,Bhindi,Local,3000.0,3000.0,3000.0,Rs./Quintal
Brinjal,0.4,Metric Tonnes,Brinjal,Local,1500.0,1500.0,1500.0,Rs./Quintal
Green Chilli,0.6,Metric Tonnes,Green Chilly,Local,5000.0,5000.0,5000.0,Rs./Quintal
Tomato,3.0,Metric Tonnes,Local,Local,1000.0,1000.0,1000.0,Rs./Quintal
Market Name : Ibrahimpatnam APMC
NIL Transaction - No Arrivals
Market Name : Jagtial APMC
NIL Transaction - No Arrivals
Market Name : Jainath APMC
NIL Transaction - No Arrivals
Market Name : Jammikunta APMC
Cotton,1.6,Metric Tonnes,Cotton (Unginned),FAQ,8700.0,9100.0,9100.0,Rs./Quintal
Market Name : Jangaon APMC
NIL Transaction - No Arrivals
Market Name : Jannaram APMC
NIL Transaction - No Arrivals
Market Name : Jogipet APMC
NIL Transaction - No Arrivals
Market Name : Kagaznagar APMC
NIL Transaction - No Arrivals
Market Name : Kallur APMC
NIL Transaction - No Arrivals
Market Name : Kalwakurthy APMC
Bhindi(Ladies Finger),0.4,Metric Tonnes,Bhindi,Local,1250.0,1250.0,1250.0,Rs./Quintal
Bitter gourd,0.4,Metric Tonnes,Bitter Gourd,Local,2500.0,2500.0,2500.0,Rs./Quintal
Brinjal,0.2,Metric Tonnes,Brinjal,Local,2000.0,2000.0,2000.0,Rs./Quintal
Cluster beans,0.1,Metric Tonnes,Cluster Beans,Local,1500.0,1500.0,1500.0,Rs./Quintal
Cucumbar(Kheera),1.3,Metric Tonnes,Cucumbar,Local,900.0,900.0,900.0,Rs./Quintal
Green Chilli,0.8,Metric Tonnes,Green Chilly,Local,4850.0,4850.0,4850.0,Rs./Quintal
Ridgeguard(Tori),0.5,Metric Tonnes,Ridgeguard(Tori),Local,1750.0,1750.0,1750.0,Rs./Quintal
Tomato,5.8,Metric Tonnes,Tomato,Local,700.0,700.0,700.0,Rs./Quintal
Market Name : Kamalapur APMC
Paddy(Common),0.001,Metric Tonnes,Common,FAQ,2369.0,2389.0,2369.0,Rs./Quintal
Market Name : Kamareddy APMC
NIL Transaction - No Arrivals
Market Name : Kammarpally APMC
NIL Transaction - No Arrivals
Market Name : Karimnagar APMC
Bitter gourd,0.21,Metric Tonnes,Bitter Gourd,Medium,2000.0001000000002,2000.0001000000002,2000.0001000000002,Rs./Quintal
Cabbage,0.105,Metric Tonnes,Cabbage,Medium,1200.00006,1200.00006,1200.00006,Rs./Quintal
Capsicum,0.15,Metric Tonnes,Capsicum,Medium,2333.33345,2333.33345,2333.33345,Rs./Quintal
Carrot,0.315,Metric Tonnes,Carrot,Medium,2133.3334400000003,2133.3334400000003,2133.3334400000003,Rs./Quintal
Cauliflower,0.14,Metric Tonnes,Cauliflower,Local,2500.0,3000.0,2750.0,Rs./Quintal
Cucumbar(Kheera),0.03,Metric Tonnes,Cucumbar,Medium,2000.0,2000.0,2000.0,Rs./Quintal
Drumstick,0.32,Metric Tonnes,Drumstick,Medium,2250.0,2250.0,2250.0,Rs./Quintal
Green Chilli,3.02,Metric Tonnes,Green Chilly,Large,1500.0,2000.0,1750.0,Rs./Quintal
Ridgeguard(Tori),0.17,Metric Tonnes,Other,Large,2000.0,2500.0,2250.0,Rs./Quintal
Tomato,3.2800000000000002,Metric Tonnes,Tomato,Medium,1500.0,2000.0,1625.0,Rs./Quintal
Market Name : Kataram APMC
NIL Transaction - No Arrivals
Market Name : Kathalapur APMC
NIL Transaction - No Arrivals
Market Name : Kesamudram APMC
Cotton Seed,0.4,Metric Tonnes,Other,Local,4222.0,8851.0,8169.0,Rs./Quintal
Green Gram(Moong)(Whole),0.1,Metric Tonnes,Local,Local,6616.0,6616.0,6616.0,Rs./Quintal
Maize,2.2,Metric Tonnes,Local,Local,2303.0,2404.0,2404.0,Rs./Quintal
Paddy(Common),45.1,Metric Tonnes,Samba Masuri,Local,2404.0,4455.0,3599.0,Rs./Quintal
Red gram/Arhar/Tur(whole),0.1,Metric Tonnes,Local,Local,7155.0,7155.0,7155.0,Rs./Quintal
Turmeric,3.6,Metric Tonnes,Finger,Local,10899.0,15076.0,13856.0,Rs./Quintal
Turmeric,2.0,Metric Tonnes,Bulb,Local,11299.0,14332.0,13709.0,Rs./Quintal
Market Name : Khammam APMC
Cotton,3.5,Metric Tonnes,Cotton (Unginned),FAQ,8500.0,9300.0,9300.0,Rs./Quintal
Dry Chillies,31.6,Metric Tonnes,Red,FAQ,12000.0,17000.0,15000.0,Rs./Quintal
Green Gram(Moong)(Whole),2.9000000000000004,Metric Tonnes,Local,FAQ,6500.0,7002.0,6611.0,Rs./Quintal
Maize,2.6,Metric Tonnes,Local,FAQ,1900.0,2200.0,1900.0,Rs./Quintal
Market Name : Khanapur APMC
NIL Transaction - No Arrivals
Market Name : Kodad APMC
NIL Transaction - No Arrivals
Market Name : Koheda APMC
NIL Transaction - No Arrivals
Market Name : Kollapur APMC
NIL Transaction - No Arrivals
Market Name : Konaraopet APMC
NIL Transaction - No Arrivals
Market Name : Kondapaka APMC
NIL Transaction - No Arrivals
Market Name : Koratla APMC
NIL Transaction - No Arrivals
Market Name : Kosgi APMC
NIL Transaction - No Arrivals
Market Name : Kotagiri APMC
NIL Transaction - No Arrivals
Market Name : Kothagudem APMC
NIL Transaction - No Arrivals
Market Name : Kuber APMC
NIL Transaction - No Arrivals
"Market Name : Kukatpally,RBZ"
Not Reported
Market Name : Kulkacherla APMC
NIL Transaction - No Arrivals
Market Name : L B Nagar APMC
Banana - Green,1.3,Metric Tonnes,Banana - Green,Medium,2000.0,3000.0,2500.0,Rs./Quintal
Beetroot,1.5,Metric Tonnes,Beetroot,Medium,2000.0,3000.0,2500.0,Rs./Quintal
Bhindi(Ladies Finger),6.800000000000001,Metric Tonnes,Bhindi,Medium,1000.0,1500.0,1200.0,Rs./Quintal
Bottle gourd,10.9,Metric Tonnes,Bottle Gourd,Medium,600.0,1000.0,800.0,Rs./Quintal
Brinjal,5.300000000000001,Metric Tonnes,Brinjal,Medium,1500.0,2000.0,1700.0,Rs./Quintal
Cabbage,13.3,Metric Tonnes,Cabbage,Medium,1000.0,1500.0,1200.0,Rs./Quintal
Capsicum,2.6,Metric Tonnes,Capsicum,Medium,3000.0,3500.0,3200.0,Rs./Quintal
Carrot,6.2,Metric Tonnes,Carrot,Medium,3500.0,4500.0,4000.0,Rs./Quintal
Cauliflower,2.2,Metric Tonnes,Cauliflower,Medium,1500.0,2500.0,2000.0,Rs./Quintal
Cluster beans,3.0,Metric Tonnes,Cluster Beans,Medium,2000.0,3000.0,2500.0,Rs./Quintal
Cucumbar(Kheera),20.0,Metric Tonnes,Cucumbar,Medium,1000.0,1500.0,1200.0,Rs./Quintal
Drumstick,4.2,Metric Tonnes,Drumstick,Medium,2000.0,3000.0,2500.0,Rs./Quintal
Field Pea,3.3000000000000003,Metric Tonnes,Field Pea,Medium,3000.0,4000.0,3500.0,Rs./Quintal
French Beans(Frasbean),1.3,Metric Tonnes,French Beans (Frasbean),Medium,4000.0,6000.0,5000.0,Rs./Quintal
Green Chilli,21.900000000000002,Metric Tonnes,Green Chilly,Medium,2500.0,3500.0,3000.0,Rs./Quintal
Potato,41.300000000000004,Metric Tonnes,Potato,Medium,1000.0,1500.0,1200.0,Rs./Quintal
Pumpkin,6.1000000000000005,Metric Tonnes,Pumpkin,Medium,1000.0,1500.0,1200.0,Rs./Quintal
Ridgeguard(Tori),6.4,Metric Tonnes,Ridgeguard(Tori),Medium,2500.0,3500.0,3000.0,Rs./Quintal
Tomato,60.800000000000004,Metric Tonnes,Tomato,Medium,600.0,1200.0,800.0,Rs./Quintal
Market Name : Luxettipet APMC
NIL Transaction - No Arrivals
Market Name : Maddulapally APMC
NIL Transaction - No Arrivals
Market Name : Madhira APMC
NIL Transaction - No Arrivals
Market Name : Madnoor APMC
NIL Transaction - No Arrivals
Market Name : Mahabubabad APMC
Paddy(Common),12.6,Metric Tonnes,Common,Local,2918.0,3422.0,3256.0,Rs./Quintal
Market Name : Mahabubnagar(Rythu Bazar)
Bhindi(Ladies Finger),2.26,Metric Tonnes,Bhindi,Local,3000.0,3000.0,3000.0,Rs./Quintal
Bottle gourd,1.62,Metric Tonnes,Bottle Gourd,Local,1400.0,1400.0,1400.0,Rs./Quintal
Brinjal,1.39,Metric Tonnes,Arkasheela Mattigulla,Local,4000.0,4000.0,4000.0,Rs./Quintal
Cabbage,1.02,Metric Tonnes,Cabbage,Local,3000.0,3000.0,3000.0,Rs./Quintal
Cluster beans,1.56,Metric Tonnes,Cluster Beans,Local,5000.0,5000.0,5000.0,Rs./Quintal
Green Chilli,1.97,Metric Tonnes,Green Chilly,Local,6000.0,6000.0,6000.0,Rs./Quintal
